Date,Open,High,Low,Close,Volume
2022-05-20 00:00:00,5800.0,5800.0,5800.0,5800.0,0
2022-05-23 00:00:00,5900.0,5900.0,5900.0,5900.0,100
2022-05-24 00:00:00,5900.0,5900.0,5900.0,5900.0,500
2022-05-25 00:00:00,5900.0,5900.0,5900.0,5900.0,0
2022-05-27 00:00:00,5900.0,5900.0,5900.0,5900.0,0
2022-05-30 00:00:00,5900.0,5900.0,5900.0,5900.0,0
2022-05-31 00:00:00,5900.0,5900.0,5900.0,5900.0,100
2022-06-02 00:00:00,5900.0,5900.0,5900.0,5900.0,100
2022-06-03 00:00:00,5900.0,5900.0,5900.0,5900.0,200
2022-06-06 00:00:00,5900.0,5900.0,5900.0,5900.0,0
2022-06-07 00:00:00,5900.0,5900.0,5900.0,5900.0,0
2022-06-08 00:00:00,5900.0,5900.0,5900.0,5900.0,0
2022-06-09 00:00:00,5900.0,5900.0,5900.0,5900.0,0
2022-06-10 00:00:00,5900.0,5900.0,5900.0,5900.0,0
2022-06-13 00:00:00,5900.0,5900.0,5900.0,5900.0,0
2022-06-14 00:00:00,5900.0,5900.0,5900.0,5900.0,0
2022-06-15 00:00:00,5900.0,5900.0,5900.0,5900.0,0
2022-06-16 00:00:00,5900.0,5900.0,5900.0,5900.0,0
2022-06-17 00:00:00,5900.0,5900.0,5900.0,5900.0,0
2022-06-20 00:00:00,5900.0,5900.0,5900.0,5900.0,0
2022-06-21 00:00:00,5900.0,5900.0,5900.0,5900.0,0
2022-06-22 00:00:00,5900.0,5900.0,5900.0,5900.0,0
2022-06-23 00:00:00,5900.0,5900.0,5900.0,5900.0,0
2022-06-24 00:00:00,5900.0,5900.0,5900.0,5900.0,0
2022-06-27 00:00:00,5900.0,5900.0,5900.0,5900.0,100
2022-06-28 00:00:00,5900.0,5900.0,5900.0,5900.0,0
2022-06-29 00:00:00,5800.0,5800.0,5800.0,5800.0,600
2022-06-30 00:00:00,5800.0,5800.0,5800.0,5800.0,0
2022-07-01 00:00:00,5800.0,5800.0,5800.0,5800.0,0
2022-07-04 00:00:00,5800.0,5800.0,5800.0,5800.0,0
2022-07-05 00:00:00,5800.0,5800.0,5800.0,5800.0,0
2022-07-06 00:00:00,5800.0,5800.0,5800.0,5800.0,0
2022-07-07 00:00:00,5800.0,5800.0,5800.0,5800.0,0
2022-07-08 00:00:00,5800.0,5800.0,5800.0,5800.0,0
2022-07-11 00:00:00,5800.0,5800.0,5800.0,5800.0,0
2022-07-12 00:00:00,5800.0,5800.0,5800.0,5800.0,0
2022-07-13 00:00:00,5800.0,5800.0,5800.0,5800.0,0
2022-07-14 00:00:00,5800.0,5800.0,5800.0,5800.0,0
2022-07-15 00:00:00,5800.0,5800.0,5800.0,5800.0,0
2022-07-18 00:00:00,5800.0,5800.0,5800.0,5800.0,0
2022-07-19 00:00:00,5800.0,5800.0,5800.0,5800.0,0
2022-07-20 00:00:00,6500.0,6500.0,6500.0,6500.0,200
2022-07-21 00:00:00,6500.0,6500.0,6500.0,6500.0,0
2022-07-22 00:00:00,6500.0,6500.0,6500.0,6500.0,0
2022-07-25 00:00:00,6500.0,6500.0,6500.0,6500.0,0
2022-07-26 00:00:00,6500.0,6500.0,6500.0,6500.0,0
2022-07-27 00:00:00,6500.0,6500.0,6500.0,6500.0,0
2022-07-28 00:00:00,6500.0,6500.0,6500.0,6500.0,0
2022-07-29 00:00:00,6500.0,6500.0,6500.0,6500.0,0
2022-08-01 00:00:00,6300.0,6300.0,6300.0,6300.0,100
2022-08-02 00:00:00,6300.0,6300.0,6300.0,6300.0,0
2022-08-03 00:00:00,6300.0,6300.0,6300.0,6300.0,100
2022-08-04 00:00:00,6300.0,6300.0,6300.0,6300.0,0
2022-08-05 00:00:00,6300.0,6300.0,6300.0,6300.0,0
2022-08-08 00:00:00,6300.0,6300.0,6300.0,6300.0,0
2022-08-09 00:00:00,5875.0,6000.0,5875.0,5875.0,500
2022-08-10 00:00:00,5900.0,5900.0,5875.0,5875.0,204900
2022-08-11 00:00:00,5875.0,6450.0,5875.0,6200.0,900
2022-08-12 00:00:00,6200.0,6200.0,6200.0,6200.0,0
2022-08-15 00:00:00,6200.0,6200.0,6200.0,6200.0,0
2022-08-16 00:00:00,5775.0,5975.0,5775.0,5975.0,400
2022-08-18 00:00:00,5975.0,5975.0,5975.0,5975.0,0
2022-08-19 00:00:00,5975.0,5975.0,5975.0,5975.0,0
2022-08-22 00:00:00,5975.0,5975.0,5975.0,5975.0,0
2022-08-23 00:00:00,5975.0,5975.0,5975.0,5975.0,100
2022-08-24 00:00:00,5975.0,5975.0,5975.0,5975.0,0
2022-08-25 00:00:00,5975.0,5975.0,5975.0,5975.0,0
2022-08-26 00:00:00,5975.0,5975.0,5975.0,5975.0,0
2022-08-29 00:00:00,5700.0,5950.0,5700.0,5950.0,200
2022-08-30 00:00:00,5950.0,6050.0,5950.0,6050.0,10400
2022-08-31 00:00:00,6050.0,6100.0,6050.0,6100.0,800
2022-09-01 00:00:00,6075.0,6075.0,6075.0,6075.0,400
2022-09-02 00:00:00,6050.0,6100.0,6050.0,6100.0,2900
2022-09-05 00:00:00,6100.0,6100.0,6100.0,6100.0,0
2022-09-06 00:00:00,6100.0,6100.0,6100.0,6100.0,100
2022-09-07 00:00:00,6100.0,6100.0,6100.0,6100.0,0
